UID,Account Type,Order ID,Symbol,Side,Order Type,Avg. Filled Price,Filled Amount,Filled Volume,Filled Volume (USDT),Filled Time(UTC-04:00),Fee,Tax,Maker/Taker,Fee Currency
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.7394,9.7161,259.80268434,259.80268434,2021-11-22 09:21:09,0.51960536868,,TAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,15,401.1,401.1,2021-11-22 09:21:30,0.8022,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,269.51434819,7206.8136706006,7206.8136706006,2021-11-22 09:22:38,14.4136273412012,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,3.52152844,94.1656704856,94.1656704856,2021-11-22 09:23:04,0.1883313409712,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,9.1286,244.098764,244.098764,2021-11-22 09:23:05,0.488197528,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,5,133.7,133.7,2021-11-22 09:23:07,0.2674,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,5,133.7,133.7,2021-11-22 09:23:12,0.2674,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,9.3025,248.74885,248.74885,2021-11-22 09:23:19,0.4974977,,MAKER,USDT
****0219,mainAccount,619b994573c96c0001b22046,PYR-USDT,BUY,LIMIT,26.74,608.74582337,16277.8633169138,16277.8633169138,2021-11-22 09:23:25,32.5557266338276,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.2976663,35.68218978436,35.68218978436,2021-11-22 12:27:10,0.07136437956872,,TAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.4251,39.18625972,39.18625972,2021-11-22 12:27:11,0.07837251944,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.2273,6.25011356,6.25011356,2021-11-22 12:27:11,0.01250022712,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.9399,25.84461828,25.84461828,2021-11-22 12:27:11,0.05168923656,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,16.7785,461.3617702,461.3617702,2021-11-22 12:27:11,0.9227235404,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.2136,33.37060192,33.37060192,2021-11-22 12:27:11,0.06674120384,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.7284,20.02896048,20.02896048,2021-11-22 12:27:11,0.04005792096,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.7284,20.02896048,20.02896048,2021-11-22 12:27:11,0.04005792096,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.5429,42.42542988,42.42542988,2021-11-22 12:27:11,0.08485085976,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,3.803,104.5718516,104.5718516,2021-11-22 12:27:11,0.2091437032,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.2693,62.39939596,62.39939596,2021-11-22 12:27:11,0.12479879192,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,4.0911,112.49379492,112.49379492,2021-11-22 12:27:11,0.22498758984,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.3757,10.33069804,10.33069804,2021-11-22 12:27:11,0.02066139608,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.0465,56.2730198,56.2730198,2021-11-22 12:27:11,0.1125460396,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.1358,3.73411976,3.73411976,2021-11-22 12:27:11,0.00746823952,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.9957,27.37896204,27.37896204,2021-11-22 12:27:11,0.05475792408,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.3672,37.59417184,37.59417184,2021-11-22 12:27:11,0.07518834368,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.8889,24.44226108,24.44226108,2021-11-22 12:27:11,0.04888452216,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.4129,11.35359388,11.35359388,2021-11-22 12:27:11,0.02270718776,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,3.3621,92.44833612,92.44833612,2021-11-22 12:27:11,0.18489667224,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.1331,58.65427732,58.65427732,2021-11-22 12:27:11,0.11730855464,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.8934,24.56599848,24.56599848,2021-11-22 12:27:11,0.04913199696,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.15,4.12458,4.12458,2021-11-22 12:27:11,0.00824916,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.5714,43.20910008,43.20910008,2021-11-22 12:27:11,0.08641820016,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.8841,24.31027452,24.31027452,2021-11-22 12:27:11,0.04862054904,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.9489,26.09209308,26.09209308,2021-11-22 12:27:11,0.05218418616,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.8291,50.29512852,50.29512852,2021-11-22 12:27:11,0.10059025704,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.8413,270.60819436,270.60819436,2021-11-22 12:27:12,0.54121638872,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,14.1388,388.77741136,388.77741136,2021-11-22 12:27:22,0.77755482272,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.9549,26.25707628,26.25707628,2021-11-22 12:27:24,0.05251415256,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.1432,3.93759904,3.93759904,2021-11-22 12:27:42,0.00787519808,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.3792,10.42693824,10.42693824,2021-11-22 12:28:29,0.02085387648,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,144.2076,3965.30521872,3965.30521872,2021-11-22 12:41:46,7.93061043744,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.4911,68.49827492,68.49827492,2021-11-22 12:52:52,0.13699654984,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1746,252.27581112,252.27581112,2021-11-22 12:52:52,0.50455162224,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1471,251.51963812,251.51963812,2021-11-22 12:52:52,0.50303927624,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:52:52,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,18.3217,503.79544924,503.79544924,2021-11-22 12:52:53,1.00759089848,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:52:53,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:52:53,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1471,251.51963812,251.51963812,2021-11-22 12:52:53,0.50303927624,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1746,252.27581112,252.27581112,2021-11-22 12:52:53,0.50455162224,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.8544,78.48800768,78.48800768,2021-11-22 12:52:54,0.15697601536,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:52:54,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,6.265,172.269958,172.269958,2021-11-22 12:52:54,0.344539916,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:52:55,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.0563,249.02289236,249.02289236,2021-11-22 12:53:00,0.49804578472,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:00,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:01,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:01,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:02,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:02,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:03,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:03,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:04,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:04,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,6.2758,172.56692776,172.56692776,2021-11-22 12:53:05,0.34513385552,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:05,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,2.8436,78.19103792,78.19103792,2021-11-22 12:53:05,0.15638207584,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,5.261,144.6627692,144.6627692,2021-11-22 12:53:06,0.2893255384,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,9.1194,250.75796568,250.75796568,2021-11-22 12:53:06,0.50151593136,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,1.5427,42.41993044,42.41993044,2021-11-22 12:53:13,0.08483986088,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,0.3428,9.42604016,9.42604016,2021-11-22 12:53:20,0.01885208032,,MAKER,USDT
****0219,mainAccount,619bc4def8998b000187af39,PYR-USDT,BUY,LIMIT,27.4972,362.5870337,9970.12818305564,9970.12818305564,2021-11-22 13:05:33,19.94025636611128,,MAKER,USDT
****0219,mainAccount,619bd4e8fe8b0300019ce09d,NAKA-USDT,BUY,LIMIT,4.2401,62.6272,265.54559072,265.54559072,2021-11-22 13:35:39,0.53109118144,,MAKER,USDT
****0219,mainAccount,619bd4e8fe8b0300019ce09d,NAKA-USDT,BUY,LIMIT,4.2401,481.9987,2043.72268787,2043.72268787,2021-11-22 13:36:03,4.08744537574,,MAKER,USDT
****0219,mainAccount,619bda491f92e1000194904f,PYR-USDT,BUY,LIMIT,27.875,620.01746751,17282.98690684125,17282.98690684125,2021-11-22 13:59:12,34.5659738136825,,MAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,4.3528,121.8784,121.8784,2021-11-22 14:03:58,0.2437568,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,40.6529,1138.2812,1138.2812,2021-11-22 14:03:58,2.2765624,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,5.0797,142.2316,142.2316,2021-11-22 14:03:58,0.2844632,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,1,28,28,2021-11-22 14:03:58,0.056,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,465.9884,13047.6752,13047.6752,2021-11-22 14:03:58,26.0953504,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,18.4422,516.3816,516.3816,2021-11-22 14:03:58,1.0327632,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,2.8904,80.9312,80.9312,2021-11-22 14:03:58,0.1618624,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,13.9733,391.2524,391.2524,2021-11-22 14:03:58,0.7825048,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,27.9999,10.5847,296.37054153,296.37054153,2021-11-22 14:03:58,0.59274108306,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,1.4913,41.7564,41.7564,2021-11-22 14:03:58,0.0835128,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,17.24035227,482.72986356,482.72986356,2021-11-22 14:03:58,0.96545972712,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,388.10444773,10866.92453644,10866.92453644,2021-11-22 14:03:58,21.73384907288,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,0.3582,10.0296,10.0296,2021-11-22 14:03:58,0.0200592,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,3,84,84,2021-11-22 14:03:58,0.168,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,60.7402,1700.7256,1700.7256,2021-11-22 14:03:58,3.4014512,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,26.7811,749.8708,749.8708,2021-11-22 14:03:58,1.4997416,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,10.2984,288.3552,288.3552,2021-11-22 14:03:58,0.5767104,,TAKER,USDT
****0219,mainAccount,619bdb8e35ed8b0001c76b82,PYR-USDT,BUY,LIMIT,28,0.3236,9.0608,9.0608,2021-11-22 14:03:58,0.0181216,,TAKER,USDT
****0219,mainAccount,619ce14f9b0abc0001246214,IOI-USDT,BUY,LIMIT,4.0129,250,1003.225,1003.225,2021-11-23 08:41:43,2.00645,,MAKER,USDT
****0219,mainAccount,619e37fc7d3abc0001cdf412,LYXE-USDT,BUY,LIMIT,16.6,43.5613,723.11758,723.11758,2021-11-24 09:03:14,0.72311758,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.3426,0.7199,3.84613774,3.84613774,2021-11-24 17:35:38,0.00769227548,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.3464,0.2268,1.21256352,1.21256352,2021-11-24 17:35:38,0.00242512704,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.1666,0.89131,0.89131,2021-11-24 17:35:38,0.00178262,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.3426,0.1306,0.69774356,0.69774356,2021-11-24 17:35:38,0.00139548712,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.1229,0.657515,0.657515,2021-11-24 17:35:38,0.00131503,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.3406,0.1479,0.78987474,0.78987474,2021-11-24 17:35:38,0.00157974948,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,2.48,13.268,13.268,2021-11-24 17:35:38,0.026536,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,2.5394,13.58579,13.58579,2021-11-24 17:35:38,0.02717158,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,116.43723085,622.9391850475,622.9391850475,2021-11-24 17:35:38,1.245878370095,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.348,1.4478,7.7428344,7.7428344,2021-11-24 17:35:38,0.0154856688,,TAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,2.3368,12.50188,12.50188,2021-11-24 17:35:40,0.02500376,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.3858,2.06403,2.06403,2021-11-24 17:35:40,0.00412806,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,2.3391,12.514185,12.514185,2021-11-24 17:35:41,0.02502837,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.4402,7.70507,7.70507,2021-11-24 17:35:41,0.01541014,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.3862,2.06617,2.06617,2021-11-24 17:35:42,0.00413234,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.4417,7.713095,7.713095,2021-11-24 17:35:42,0.01542619,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.2744,6.81804,6.81804,2021-11-24 17:35:43,0.01363608,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.2757,6.824995,6.824995,2021-11-24 17:35:43,0.01364999,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.4466,7.73931,7.73931,2021-11-24 17:35:43,0.01547862,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,1.4451,7.731285,7.731285,2021-11-24 17:35:43,0.01546257,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.1288,0.68908,0.68908,2021-11-24 17:35:44,0.00137816,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,0.1289,0.689615,0.689615,2021-11-24 17:35:44,0.00137923,,MAKER,USDT
****0219,mainAccount,619eb02a941915000172e115,IOI-USDT,BUY,LIMIT,5.35,61.55156915,329.3008949525,329.3008949525,2021-11-24 17:35:46,0.658601789905,,MAKER,USDT
****0219,mainAccount,619f26936573fc000159c4bd,LYXE-USDT,BUY,LIMIT,18.28136,14,255.93904,255.93904,2021-11-25 02:09:04,0.25593904,,MAKER,USDT
****0219,mainAccount,619ce9327040530001e38d57,PYR-USDT,SELL,LIMIT,35,115,4025,4025,2021-11-25 23:46:58,8.05,,MAKER,USDT
****0219,mainAccount,61a0d83b7d3abc00012a7460,AIOZ-USDT,BUY,LIMIT,0.7598,1500,1139.7,1139.7,2021-11-26 08:51:46,2.2794,,MAKER,USDT
****0219,mainAccount,619cddcf7040530001b8f634,PYR-USDT,SELL,LIMIT,40,125,5000,5000,2021-11-26 14:13:59,10,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,171.2158,1164.25031842,1164.25031842,2021-11-26 17:01:28,2.32850063684,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,9.999,67.9922001,67.9922001,2021-11-26 17:07:34,0.1359844002,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,220,1495.978,1495.978,2021-11-26 17:08:48,2.991956,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,1.5947,10.84380053,10.84380053,2021-11-26 17:08:58,0.02168760106,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,1.4668,9.97409332,9.97409332,2021-11-26 17:08:58,0.01994818664,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,1.586,10.7846414,10.7846414,2021-11-26 17:08:59,0.0215692828,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,1.4714,10.00537286,10.00537286,2021-11-26 17:08:59,0.02001074572,,MAKER,USDT
****0219,mainAccount,61a14b0eee688b000190f03d,QRDO-USDT,BUY,LIMIT,6.7999,592.6663,4030.07157337,4030.07157337,2021-11-26 17:09:00,8.06014314674,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,1195.9716,83.885448024,83.885448024,2021-11-26 19:16:04,0.083885448024,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,21318,1495.24452,1495.24452,2021-11-26 19:16:22,1.49524452,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,2027.2737,142.192977318,142.192977318,2021-11-26 19:16:39,0.142192977318,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,57.755,4.0509357,4.0509357,2021-11-26 19:18:09,0.0040509357,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,113.1693,7.937694702,7.937694702,2021-11-26 19:18:20,0.007937694702,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,57.6967,4.046846538,4.046846538,2021-11-26 19:18:20,0.004046846538,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,57.6385,4.04276439,4.04276439,2021-11-26 19:18:41,0.00404276439,,MAKER,USDT
****0219,mainAccount,61a16ab15cd48000016e6ad7,TOKO-USDT,BUY,LIMIT,0.07014,169.3892,11.880958488,11.880958488,2021-11-26 19:18:54,0.011880958488,,MAKER,USDT
